scorer,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.30,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.31,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.32,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.33,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.34,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.35,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.36,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.37,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.38,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.39,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.40,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.41,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.42,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.43,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.44,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.45,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.46,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.47,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.48,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.49,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.50,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.51,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.52,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.53,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.54,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.55,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.56,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.57,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.58,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.59
bodyparts,center,center,center,nose,nose,nose,leftear,leftear,leftear,rightear,rightear,rightear,leftarm,leftarm,leftarm,rightarm,rightarm,rightarm,leftleg,leftleg,leftleg,rightleg,rightleg,rightleg,tail base,tail base,tail base,tailtip,tailtip,tailtip
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
1344,716.083,787.841,1.0,828.966,714.445,1.0,754.263,747.145,1.0,789.946,790.654,1.0,,,0.0,,,0.0,658.389,745.823,0.9990000128746033,,,0.0,592.305,810.164,1.0,,,0.0
1345,715.328,787.86,1.0,818.531,715.51,1.0,746.166,747.45,1.0,785.515,787.204,1.0,,,0.0,,,0.0,656.086,746.619,1.0,,,0.0,591.637,810.388,1.0,,,0.0
1346,715.252,788.027,1.0,817.192,709.981,1.0,746.475,747.301,1.0,785.597,786.97,1.0,,,0.0,,,0.0,656.418,746.441,1.0,,,0.0,591.565,810.161,1.0,,,0.0
1347,708.48,791.928,1.0,810.168,706.732,1.0,737.387,743.619,1.0,771.493,781.832,1.0,,,0.0,779.738,811.475,0.7459999918937683,650.744,753.921,0.9959999918937683,,,0.0,592.425,811.316,1.0,,,0.0
1348,703.486,780.407,1.0,799.106,698.557,1.0,724.633,737.483,1.0,764.769,772.134,1.0,,,0.0,779.151,810.514,1.0,650.305,752.581,1.0,,,0.0,590.248,814.665,1.0,,,0.0
1349,704.156,780.422,1.0,799.061,698.634,1.0,724.682,737.645,1.0,765.111,772.345,1.0,,,0.0,779.079,810.574,1.0,650.484,752.493,1.0,,,0.0,590.228,814.584,1.0,,,0.0
1350,699.24,775.684,1.0,796.272,699.114,1.0,726.854,726.38,1.0,752.703,767.787,1.0,,,0.0,775.136,805.647,1.0,649.661,754.039,0.9959999918937683,,,0.0,589.351,816.501,1.0,,,0.0
1351,700.48,778.181,1.0,798.159,703.09,1.0,725.906,723.895,1.0,755.311,765.073,1.0,,,0.0,774.031,803.723,1.0,649.475,752.416,0.9990000128746033,,,0.0,590.211,814.376,1.0,,,0.0
1352,702.421,774.949,1.0,806.869,703.376,1.0,730.957,723.245,1.0,765.347,768.081,1.0,,,0.0,776.071,806.01,1.0,649.936,751.816,1.0,,,0.0,589.577,817.36,1.0,,,0.0
1353,702.988,775.105,1.0,806.782,703.838,1.0,731.31,723.183,1.0,765.272,767.749,1.0,,,0.0,775.884,806.58,1.0,651.454,746.855,1.0,,,0.0,589.275,817.201,1.0,,,0.0
1354,707.951,775.383,1.0,814.898,731.027,1.0,744.216,725.321,1.0,766.402,773.705,1.0,,,0.0,778.271,810.988,0.996999979019165,651.506,746.198,0.9990000128746033,,,0.0,591.294,814.218,1.0,,,0.0
1355,707.84,775.004,1.0,815.362,726.677,1.0,745.066,725.331,1.0,766.48,773.957,1.0,,,0.0,778.281,810.906,0.9929999709129333,650.153,752.032,1.0,,,0.0,591.445,814.26,1.0,,,0.0
1356,710.495,776.173,0.996999979019165,840.199,758.977,1.0,777.296,731.35,1.0,773.211,785.227,1.0,,,0.0,,,0.0,659.939,746.674,0.4000000059604645,,,0.0,596.248,815.057,1.0,,,0.0
1357,739.749,774.292,0.9990000128746033,870.701,776.446,1.0,792.456,744.802,1.0,801.138,797.721,1.0,,,0.0,,,0.0,676.074,747.119,0.12300000339746475,654.234,843.538,0.7649999856948853,608.896,814.193,1.0,,,0.0
1358,740.303,775.085,1.0,870.423,776.517,1.0,791.848,744.388,1.0,797.151,797.208,1.0,,,0.0,,,0.0,676.057,746.999,0.3720000088214874,654.217,843.566,0.7459999918937683,608.758,814.005,1.0,,,0.0
1359,762.531,789.013,0.996999979019165,896.007,776.71,1.0,824.683,752.895,1.0,827.026,786.242,0.9459999799728394,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,,,0.0,,,0.0,949.494,741.583,1.0,954.505,762.628,0.3070000112056732,,,0.0,,,0.0,804.187,746.588,0.22599999606609344,,,0.0,,,0.0,,,0.0
1371,,,0.0,,,0.0,947.365,743.472,1.0,948.377,762.772,0.24300000071525574,,,0.0,,,0.0,804.353,746.758,0.14100000262260437,,,0.0,717.511,796.282,1.0,,,0.0
1372,884.209,775.608,0.9900000095367432,,,0.0,947.749,741.859,1.0,948.211,761.84,0.7009999752044678,,,0.0,,,0.0,804.114,746.551,0.7099999785423279,,,0.0,,,0.0,,,0.0
1373,884.094,775.65,0.9879999756813049,,,0.0,947.905,741.77,1.0,948.242,761.822,0.7200000286102295,,,0.0,,,0.0,804.186,746.711,0.4699999988079071,,,0.0,,,0.0,,,0.0
1374,,,0.0,,,0.0,953.345,738.722,1.0,954.37,761.955,0.5619999766349792,,,0.0,,,0.0,804.493,746.645,0.5189999938011169,,,0.0,,,0.0,,,0.0
1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,957.355,698.539,0.3160000145435333,1009.71,674.132,0.9779999852180481,,,0.0,947.972,656.995,0.9950000047683716,,,0.0,,,0.0,,,0.0,1006.374,673.981,0.25,,,0.0,,,0.0
1413,957.507,698.25,0.10400000214576721,1009.475,675.37,0.9480000138282776,,,0.0,947.81,656.746,0.9990000128746033,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1414,,,0.0,1007.249,673.254,0.9909999966621399,947.424,657.584,1.0,923.448,737.61,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1415,,,0.0,1007.017,673.182,0.9959999918937683,941.289,657.435,1.0,922.998,737.718,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,,,0.0,1004.231,727.039,0.640999972820282,936.178,682.846,1.0,932.631,691.881,0.6850000023841858,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1425,,,0.0,1003.953,726.957,0.5669999718666077,936.123,682.78,1.0,932.702,691.923,0.6790000200271606,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,,,0.0,976.928,747.584,1.0,916.23,697.795,0.9990000128746033,906.369,703.111,0.9959999918937683,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1433,,,0.0,976.709,747.492,1.0,916.586,698.187,0.9980000257492065,906.897,703.316,0.9980000257492065,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1434,,,0.0,962.828,748.987,1.0,904.429,708.523,1.0,900.903,706.76,0.8460000157356262,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1435,,,0.0,946.214,756.538,0.9789999723434448,900.179,713.004,0.7210000157356262,888.379,718.318,0.9380000233650208,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,,,0.0,964.113,757.03,0.9869999885559082,902.724,705.504,1.0,892.77,755.942,0.9980000257492065,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1454,,,0.0,964.223,757.11,0.9919999837875366,902.564,705.868,1.0,892.957,755.56,0.9959999918937683,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1455,857.737,742.302,1.0,977.126,756.8,1.0,901.924,711.877,1.0,904.55,765.659,1.0,,,0.0,,,0.0,,,0.0,,,0.0,795.2,731.512,0.9990000128746033,,,0.0
1456,860.907,755.54,0.6169999837875366,987.952,747.128,1.0,897.89,719.901,1.0,915.667,767.147,1.0,,,0.0,,,0.0,,,0.0,,,0.0,787.852,732.37,1.0,,,0.0
1457,861.032,755.31,0.7519999742507935,987.95,747.158,1.0,898.293,720.264,1.0,915.554,766.893,1.0,,,0.0,,,0.0,,,0.0,,,0.0,787.822,732.344,1.0,,,0.0
1458,860.683,756.61,0.9710000157356262,986.285,732.393,1.0,895.354,719.568,1.0,914.757,766.181,0.9990000128746033,,,0.0,,,0.0,,,0.0,,,0.0,789.945,737.668,1.0,,,0.0
1459,866.843,760.555,0.9900000095367432,977.344,748.307,1.0,906.232,723.452,1.0,917.383,755.462,0.46799999475479126,,,0.0,,,0.0,,,0.0,,,0.0,778.903,739.66,1.0,,,0.0
1460,868.148,773.685,0.996999979019165,973.778,754.024,1.0,913.553,729.397,1.0,917.119,746.581,0.9990000128746033,,,0.0,,,0.0,,,0.0,,,0.0,771.834,739.004,1.0,,,0.0
1461,868.315,773.301,0.9990000128746033,975.221,754.856,1.0,913.819,729.522,1.0,917.583,747.15,0.9990000128746033,,,0.0,,,0.0,,,0.0,,,0.0,771.77,738.921,1.0,,,0.0
1462,876.521,774.026,0.8930000066757202,976.251,723.562,1.0,911.255,740.655,0.9869999885559082,918.342,750.131,1.0,,,0.0,,,0.0,,,0.0,,,0.0,776.608,744.577,1.0,,,0.0
1463,876.574,773.56,0.7710000276565552,976.536,723.513,1.0,910.907,740.735,0.9769999980926514,918.266,750.088,1.0,,,0.0,,,0.0,,,0.0,,,0.0,774.884,742.528,1.0,,,0.0
1464,885.291,775.647,0.7670000195503235,984.402,721.099,1.0,923.094,736.347,1.0,931.058,747.508,0.9779999852180481,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1465,901.989,775.78,1.0,997.477,700.175,1.0,945.246,722.967,1.0,954.991,740.698,0.5490000247955322,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1466,902.104,775.469,1.0,997.8,700.235,1.0,945.076,723.299,1.0,955.12,740.809,0.4950000047683716,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1467,923.836,759.179,1.0,997.556,682.544,1.0,947.21,710.287,1.0,990.324,738.789,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1468,914.706,761.225,1.0,990.398,676.638,1.0,944.056,709.351,1.0,991.075,738.509,1.0,,,0.0,,,0.0,868.224,730.796,0.17599999904632568,,,0.0,,,0.0,,,0.0
1469,914.574,761.031,1.0,990.415,676.684,1.0,944.008,709.277,1.0,991.42,738.639,1.0,,,0.0,,,0.0,868.243,730.835,0.14100000262260437,,,0.0,,,0.0,,,0.0
1470,899.744,773.242,1.0,959.321,683.408,1.0,938.172,726.411,1.0,981.229,735.051,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1471,897.136,772.585,1.0,927.709,677.542,1.0,920.783,723.956,1.0,940.162,732.571,0.7680000066757202,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1472,894.355,774.83,1.0,912.085,677.158,1.0,923.038,719.015,1.0,973.11,722.298,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1473,894.245,774.462,1.0,912.087,677.229,1.0,923.302,718.808,1.0,972.469,722.549,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1474,894.088,773.697,1.0,896.707,668.831,1.0,920.466,719.544,1.0,966.736,715.703,0.9980000257492065,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1475,896.826,773.766,1.0,896.948,668.8,1.0,920.478,719.622,1.0,966.911,715.926,0.996999979019165,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1476,898.475,773.467,1.0,898.709,665.821,1.0,918.93,719.38,1.0,927.245,723.543,0.9950000047683716,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,896.846,773.081,1.0,893.662,680.905,0.5299999713897705,908.344,722.196,1.0,918.001,723.399,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1481,896.705,773.093,1.0,,,0.0,908.381,722.109,1.0,918.047,723.503,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1482,882.354,775.453,1.0,,,0.0,951.659,709.192,1.0,918.292,730.095,0.9990000128746033,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1483,,,0.0,878.359,677.134,0.781000018119812,905.851,734.09,1.0,912.956,737.134,0.9990000128746033,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1484,,,0.0,893.934,675.748,0.996999979019165,905.902,733.952,0.9990000128746033,911.654,735.878,0.9990000128746033,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1485,,,0.0,893.82,675.789,0.9959999918937683,906.034,734.158,0.9980000257492065,914.248,736.938,0.9990000128746033,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1486,,,0.0,896.114,668.965,0.9819999933242798,905.619,734.626,1.0,911.25,737.087,0.9950000047683716,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,899.357,771.468,1.0,914.88,664.584,1.0,903.378,724.154,1.0,955.134,719.414,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1489,905.629,769.171,1.0,939.085,655.371,1.0,917.732,704.834,1.0,960.225,703.956,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1490,902.721,770.801,1.0,939.324,655.522,1.0,917.913,705.076,1.0,960.81,704.338,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
1491,906.957,771.527,1.0,947.11,626.613,1.0,916.415,676.255,1.0,964.156,676.955,1.0,,,0.0,,,0.0,858.329,737.248,1.0,,,0.0,,,0.0,,,0.0
1492,930.42,710.469,0.9990000128746033,955.464,597.438,1.0,922.777,649.409,1.0,971.935,652.98,1.0,,,0.0,,,0.0,864.029,730.88,1.0,,,0.0,,,0.0,,,0.0
1493,931.103,712.988,1.0,955.539,597.535,1.0,922.631,648.979,1.0,971.765,653.06,1.0,,,0.0,989.001,715.481,0.12700000405311584,864.443,730.767,1.0,,,0.0,,,0.0,,,0.0
1494,940.426,683.844,0.9729999899864197,959.071,571.864,1.0,917.682,625.928,1.0,970.79,624.508,1.0,,,0.0,995.946,635.117,0.460999995470047,,,0.0,,,0.0,,,0.0,,,0.0
1495,931.002,646.638,1.0,948.577,538.482,1.0,920.527,601.87,1.0,962.413,591.766,1.0,1009.268,657.811,0.125,1005.784,651.17,0.9990000128746033,,,0.0,,,0.0,,,0.0,,,0.0
1496,926.182,617.635,1.0,934.71,511.53,1.0,916.714,573.26,1.0,955.477,558.973,1.0,,,0.0,988.634,603.473,0.949999988079071,,,0.0,930.531,760.415,0.9660000205039978,923.355,770.745,0.36500000953674316,,,0.0
1497,926.125,617.43,1.0,934.413,511.283,1.0,917.792,572.66,1.0,955.288,558.818,1.0,,,0.0,988.704,603.888,0.9710000157356262,,,0.0,930.616,760.365,0.9649999737739563,923.499,770.604,0.2800000011920929,,,0.0
1498,912.25,600.783,1.0,927.965,486.611,1.0,904.041,545.501,1.0,946.48,526.734,1.0,,,0.0,988.345,563.35,1.0,,,0.0,995.963,708.369,0.996999979019165,941.295,746.431,1.0,,,0.0
1499,912.507,601.21,1.0,927.902,486.848,1.0,904.233,545.257,1.0,946.704,526.899,1.0,,,0.0,988.257,563.085,1.0,,,0.0,995.959,708.669,0.9980000257492065,941.085,746.433,1.0,,,0.0
1500,964.336,616.966,0.4050000011920929,925.149,455.91,1.0,900.578,516.491,1.0,939.694,497.275,0.9490000009536743,987.065,555.5,0.828000009059906,981.798,551.228,0.9729999899864197,,,0.0,1007.336,685.639,0.9990000128746033,963.153,726.371,1.0,,,0.0
1501,956.28,599.958,0.9789999723434448,910.907,443.892,1.0,886.974,496.802,1.0,932.91,481.887,1.0,,,0.0,997.053,580.881,0.7170000076293945,,,0.0,1011.216,652.39,0.3709999918937683,976.161,710.721,1.0,,,0.0
1502,956.09,599.886,0.984000027179718,910.358,443.458,1.0,887.347,496.93,1.0,934.349,483.52,1.0,,,0.0,972.55,533.855,0.9959999918937683,,,0.0,1011.074,652.5,0.4259999990463257,976.105,710.947,1.0,,,0.0
1503,954.368,585.224,0.8130000233650208,895.622,427.091,1.0,881.727,491.588,1.0,931.514,477.411,1.0,883.893,539.246,1.0,974.116,523.882,0.9860000014305115,,,0.0,1010.186,649.326,0.9990000128746033,972.768,698.167,1.0,,,0.0
1504,,,0.0,883.152,406.763,1.0,872.415,470.977,0.9990000128746033,916.301,449.134,0.9980000257492065,,,0.0,,,0.0,,,0.0,974.508,652.071,0.23399999737739563,966.199,667.51,0.3700000047683716,,,0.0
1505,,,0.0,882.155,410.226,1.0,872.08,470.387,0.9980000257492065,916.207,449.091,0.9980000257492065,,,0.0,,,0.0,,,0.0,974.639,652.139,0.23999999463558197,966.289,667.377,0.4790000021457672,,,0.0
1506,923.94,500.038,0.8569999933242798,868.972,386.845,1.0,855.885,443.156,0.8289999961853027,897.461,418.8,0.9169999957084656,,,0.0,958.485,475.322,0.9980000257492065,,,0.0,,,0.0,,,0.0,,,0.0
1507,906.912,476.021,0.12099999934434891,863.031,362.119,1.0,842.248,419.8,0.8610000014305115,883.802,396.213,0.44699999690055847,,,0.0,940.116,436.751,0.9929999709129333,,,0.0,979.934,559.564,1.0,944.53,601.305,1.0,,,0.0
1508,,,0.0,848.327,336.041,1.0,832.626,392.103,1.0,868.716,368.554,0.9660000205039978,,,0.0,924.848,403.588,0.9890000224113464,,,0.0,965.869,540.431,1.0,924.609,563.65,1.0,,,0.0
1509,,,0.0,847.373,335.797,1.0,832.304,392.245,1.0,874.229,368.642,0.9580000042915344,,,0.0,924.776,403.438,0.9900000095367432,,,0.0,965.667,540.538,1.0,924.374,563.539,1.0,,,0.0
1510,884.387,422.261,0.1899999976158142,849.203,316.588,1.0,826.427,369.878,1.0,872.266,354.717,1.0,,,0.0,,,0.0,,,0.0,,,0.0,935.129,543.876,1.0,,,0.0
1511,884.723,425.918,0.210999995470047,849.182,316.528,1.0,826.044,369.538,1.0,872.932,355.234,1.0,,,0.0,,,0.0,,,0.0,960.709,498.549,0.9990000128746033,934.792,543.949,1.0,,,0.0
1512,886.346,420.787,0.8180000185966492,836.378,309.101,1.0,822.69,367.983,1.0,869.384,351.081,1.0,821.229,417.621,1.0,925.259,387.406,1.0,841.515,486.058,0.890999972820282,,,0.0,936.169,531.602,1.0,,,0.0
1513,886.599,420.118,0.7919999957084656,835.913,301.655,1.0,825.893,368.14,1.0,867.087,352.645,1.0,827.936,418.642,0.9990000128746033,924.412,389.324,0.9729999899864197,,,0.0,870.83,512.902,1.0,941.26,530.882,1.0,,,0.0
1514,886.562,420.256,0.6510000228881836,835.909,301.622,1.0,825.79,368.162,1.0,867.033,352.635,1.0,827.962,418.811,0.9990000128746033,,,0.0,,,0.0,871.793,513.862,1.0,941.18,530.858,1.0,,,0.0
1515,889.117,425.844,0.9800000190734863,835.878,299.699,1.0,825.805,376.408,1.0,872.014,356.489,1.0,827.939,419.52,0.9990000128746033,923.678,388.829,0.382999986410141,,,0.0,868.335,512.872,1.0,940.431,532.015,1.0,,,0.0
1516,884.571,410.335,0.972000002861023,828.916,290.312,1.0,819.449,370.219,1.0,871.178,354.056,1.0,827.436,412.241,0.9929999709129333,908.067,363.138,0.3659999966621399,,,0.0,,,0.0,937.132,532.92,1.0,,,0.0
1517,890.255,410.383,0.9710000157356262,828.748,290.46,1.0,819.361,370.348,1.0,871.265,354.602,1.0,827.353,412.235,0.9959999918937683,907.84,372.241,0.3400000035762787,,,0.0,,,0.0,937.314,532.905,1.0,,,0.0
1518,828.434,426.111,0.996999979019165,816.816,287.631,1.0,809.812,376.11,1.0,868.493,351.941,1.0,,,0.0,891.971,356.174,0.26600000262260437,,,0.0,,,0.0,934.479,514.768,0.9980000257492065,,,0.0
1519,827.15,420.947,1.0,797.016,279.92,1.0,803.015,371.114,1.0,855.028,348.245,1.0,,,0.0,884.137,331.686,0.18299999833106995,,,0.0,881.292,500.487,0.753000020980835,869.052,505.019,0.16899999976158142,,,0.0
1520,832.444,392.269,1.0,803.583,268.064,1.0,797.665,364.292,1.0,852.972,338.621,1.0,,,0.0,,,0.0,,,0.0,851.78,466.025,0.734000027179718,920.41,489.847,1.0,,,0.0
1521,832.898,392.098,1.0,803.528,267.79,1.0,797.866,364.402,1.0,852.879,338.458,1.0,,,0.0,,,0.0,,,0.0,851.244,465.362,0.5009999871253967,920.127,489.7,1.0,,,0.0
1522,819.272,403.092,1.0,798.558,263.137,1.0,789.449,354.947,1.0,840.992,342.562,0.996999979019165,,,0.0,861.038,306.171,0.9959999918937683,,,0.0,914.907,403.825,0.7319999933242798,902.45,486.044,1.0,,,0.0
1523,819.336,403.064,1.0,798.331,263.204,1.0,789.411,354.96,1.0,841.011,342.467,0.9980000257492065,,,0.0,860.982,306.195,0.9929999709129333,,,0.0,914.788,403.815,0.5799999833106995,903.256,484.98,1.0,,,0.0
