scorer,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.30,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.31,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.32,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.33,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.34,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.35,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.36,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.37,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.38,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.39,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.40,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.41,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.42,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.43,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.44,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.45,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.46,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.47,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.48,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.49,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.50,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.51,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.52,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.53,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.54,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.55,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.56,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.57,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.58,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.59
bodyparts,center,center,center,nose,nose,nose,leftear,leftear,leftear,rightear,rightear,rightear,leftarm,leftarm,leftarm,rightarm,rightarm,rightarm,leftleg,leftleg,leftleg,rightleg,rightleg,rightleg,tail base,tail base,tail base,tailtip,tailtip,tailtip
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
7980,898.453,581.672,0.9990000128746033,959.462,480.486,1.0,886.978,514.464,1.0,940.294,523.963,1.0,,,0.0,973.453,571.998,0.9929999709129333,,,0.0,989.102,659.016,1.0,921.451,741.273,1.0,,,0.0
7981,901.165,596.804,1.0,956.452,475.353,1.0,885.965,517.474,1.0,940.032,524.568,1.0,,,0.0,971.751,566.207,0.9879999756813049,,,0.0,989.368,660.314,1.0,920.449,741.74,1.0,,,0.0
7982,897.483,586.982,1.0,960.233,468.542,1.0,889.569,515.516,1.0,937.933,525.788,1.0,,,0.0,972.696,555.565,0.9950000047683716,,,0.0,988.672,660.217,1.0,921.288,741.419,1.0,,,0.0
7983,897.936,587.23,1.0,960.39,468.755,1.0,889.362,515.887,1.0,937.472,526.057,1.0,,,0.0,972.522,555.125,0.9959999918937683,,,0.0,988.994,660.449,1.0,921.435,741.388,1.0,,,0.0
7984,896.384,579.461,1.0,960.902,479.141,1.0,884.538,513.329,1.0,937.417,524.9,1.0,,,0.0,977.05,581.515,0.9990000128746033,,,0.0,987.974,668.111,1.0,922.616,740.118,1.0,,,0.0
7985,893.823,603.361,0.9599999785423279,962.738,479.574,1.0,886.347,512.558,1.0,937.67,522.146,1.0,,,0.0,977.406,579.968,1.0,,,0.0,988.643,668.988,1.0,920.257,739.043,1.0,,,0.0
7986,893.715,603.47,0.9359999895095825,962.767,479.675,1.0,886.794,512.309,1.0,937.745,521.99,1.0,,,0.0,977.659,580.142,1.0,,,0.0,988.521,669.346,1.0,920.334,739.059,1.0,,,0.0
7987,900.372,602.467,0.9739999771118164,966.667,478.316,1.0,885.631,511.403,1.0,933.965,524.194,1.0,,,0.0,972.904,581.901,1.0,,,0.0,988.482,670.557,1.0,920.426,738.283,1.0,,,0.0
7988,900.827,580.956,0.9710000157356262,965.361,477.593,1.0,886.225,513.496,1.0,936.224,525.988,1.0,,,0.0,973.955,565.234,1.0,,,0.0,986.714,669.27,1.0,920.572,739.645,1.0,,,0.0
7989,900.009,599.14,0.9980000257492065,964.22,480.329,1.0,886.94,513.447,1.0,936.125,521.937,1.0,,,0.0,977.466,585.53,0.9990000128746033,,,0.0,987.723,670.057,1.0,919.464,737.518,1.0,,,0.0
7990,897.909,601.717,0.9990000128746033,964.743,481.059,1.0,886.722,513.378,1.0,935.744,522.081,1.0,,,0.0,977.926,585.547,0.9980000257492065,,,0.0,987.697,669.874,1.0,919.7,737.413,1.0,,,0.0
7991,908.695,582.854,1.0,962.525,477.684,1.0,886.118,510.622,1.0,937.618,516.807,1.0,,,0.0,977.918,585.166,0.9959999918937683,,,0.0,986.943,668.828,1.0,919.711,738.062,1.0,,,0.0
7992,908.987,586.69,0.9990000128746033,962.317,477.405,1.0,886.381,510.535,1.0,938.162,516.763,1.0,,,0.0,978.039,585.041,0.9980000257492065,,,0.0,986.967,668.952,1.0,919.751,738.183,1.0,,,0.0
7993,900.157,585.2,1.0,961.324,474.972,1.0,885.948,511.793,1.0,936.774,516.477,1.0,,,0.0,978.59,585.094,0.9890000224113464,,,0.0,987.316,669.081,1.0,919.809,737.215,1.0,,,0.0
7994,898.688,582.825,1.0,946.405,474.384,1.0,884.322,513.494,1.0,934.311,519.764,1.0,,,0.0,972.057,538.564,0.9950000047683716,,,0.0,988.098,669.569,1.0,919.522,735.848,1.0,,,0.0
7995,898.712,582.865,1.0,946.049,474.39,1.0,884.244,513.559,1.0,934.297,519.8,1.0,,,0.0,972.176,538.619,0.9959999918937683,,,0.0,988.057,669.476,1.0,919.582,735.871,1.0,,,0.0
7996,893.614,581.555,1.0,906.339,481.403,1.0,873.391,517.692,1.0,928.792,514.936,1.0,,,0.0,972.179,578.802,1.0,,,0.0,988.46,669.309,1.0,919.251,734.812,1.0,,,0.0
7997,891.906,572.144,0.9990000128746033,892.68,485.417,1.0,872.216,525.379,1.0,923.065,514.084,1.0,,,0.0,973.029,570.235,0.9980000257492065,,,0.0,987.474,668.792,1.0,919.935,736.084,1.0,,,0.0
7998,886.735,578.962,1.0,892.635,485.467,1.0,871.971,525.454,1.0,922.256,514.591,1.0,,,0.0,973.42,570.443,0.9980000257492065,,,0.0,987.468,668.93,1.0,920.057,736.021,1.0,,,0.0
7999,890.283,581.294,1.0,879.334,487.441,1.0,866.356,523.359,1.0,918.456,512.141,1.0,,,0.0,962.429,557.106,0.9909999966621399,970.03,563.727,0.8500000238418579,987.715,668.937,1.0,918.777,734.801,1.0,,,0.0
8000,881.917,580.83,1.0,874.699,490.166,1.0,858.289,526.461,1.0,913.517,511.179,1.0,,,0.0,961.293,557.382,0.9980000257492065,,,0.0,983.018,673.136,1.0,918.149,731.379,1.0,,,0.0
8001,867.294,584.587,1.0,865.436,493.143,1.0,855.02,528.037,1.0,905.14,509.505,1.0,,,0.0,,,0.0,,,0.0,984.747,670.387,1.0,918.55,732.23,1.0,,,0.0
8002,867.282,585.325,0.9990000128746033,865.497,493.201,1.0,855.09,528.203,1.0,905.128,509.313,1.0,,,0.0,,,0.0,,,0.0,982.932,672.599,1.0,918.669,732.863,1.0,,,0.0
8003,864.432,585.111,1.0,859.945,475.583,1.0,854.369,526.957,1.0,892.574,513.365,0.9679999947547913,,,0.0,945.576,548.314,1.0,,,0.0,982.213,674.113,1.0,918.426,728.076,1.0,,,0.0
8004,861.932,586.683,0.9990000128746033,859.945,475.303,1.0,855.035,527.606,1.0,892.687,513.594,0.9760000109672546,,,0.0,945.301,548.289,1.0,,,0.0,982.172,674.019,1.0,918.447,727.849,1.0,,,0.0
8005,851.598,569.936,0.9990000128746033,834.158,444.812,1.0,836.847,502.302,1.0,875.132,482.851,0.9160000085830688,,,0.0,,,0.0,,,0.0,970.508,661.261,0.9350000023841858,930.084,705.106,1.0,,,0.0
8006,,,0.0,820.154,410.042,1.0,822.822,469.233,0.9990000128746033,859.826,449.943,0.23600000143051147,,,0.0,913.474,492.393,1.0,,,0.0,963.154,620.705,0.9319999814033508,,,0.0,,,0.0
8007,,,0.0,819.854,410.234,1.0,822.845,469.569,0.996999979019165,859.785,450.047,0.17800000309944153,,,0.0,913.598,492.124,1.0,,,0.0,963.28,620.603,0.9089999794960022,,,0.0,,,0.0
8008,875.376,507.01,0.8460000157356262,814.72,381.134,1.0,808.621,443.299,1.0,856.176,425.142,1.0,811.911,491.553,0.9919999837875366,910.384,469.545,0.9990000128746033,,,0.0,950.599,572.604,1.0,933.729,627.676,0.42399999499320984,,,0.0
8009,867.446,475.122,0.9940000176429749,802.755,386.109,1.0,801.183,432.672,1.0,850.139,414.334,0.9990000128746033,818.055,483.888,0.9959999918937683,914.184,454.111,1.0,,,0.0,943.074,531.068,0.9929999709129333,923.138,603.312,0.9789999723434448,,,0.0
8010,867.908,475.204,0.996999979019165,802.36,386.338,1.0,801.162,433.377,1.0,850.079,414.236,0.9990000128746033,817.943,483.727,0.9980000257492065,914.361,453.787,1.0,,,0.0,943.453,531.469,0.9900000095367432,922.857,603.569,0.8859999775886536,,,0.0
8011,869.818,456.127,0.9959999918937683,812.707,373.149,1.0,806.154,414.287,1.0,850.82,395.245,1.0,811.983,468.301,0.9990000128746033,909.164,436.334,0.9729999899864197,,,0.0,868.121,589.203,0.2199999988079071,919.009,590.459,1.0,,,0.0
8012,867.078,441.935,0.949999988079071,814.472,355.378,1.0,806.603,397.957,1.0,848.67,380.195,1.0,,,0.0,899.471,413.032,0.9990000128746033,,,0.0,942.677,539.854,0.15700000524520874,905.445,586.817,1.0,,,0.0
8013,859.755,436.922,0.984000027179718,817.021,335.776,1.0,809.024,382.876,1.0,850.621,363.793,1.0,,,0.0,900.904,403.742,0.9990000128746033,,,0.0,925.842,540.472,0.9940000176429749,888.055,571.01,1.0,,,0.0
8014,859.875,437.119,0.9819999933242798,816.577,335.661,1.0,809.665,382.421,1.0,851.023,364.047,1.0,,,0.0,900.969,403.811,0.9990000128746033,823.547,507.491,1.0,925.728,540.586,0.9919999837875366,888.07,570.956,1.0,,,0.0
8015,836.442,413.11,0.5569999814033508,829.14,317.655,1.0,807.724,371.655,1.0,852.405,358.546,1.0,,,0.0,899.496,405.78,0.8539999723434448,,,0.0,914.981,525.862,0.9700000286102295,870.781,563.207,1.0,,,0.0
8016,843.665,419.554,0.597000002861023,829.048,317.022,1.0,807.93,371.642,1.0,854.325,359.016,1.0,,,0.0,,,0.0,916.418,537.197,0.9599999785423279,915.143,526.097,0.9729999899864197,870.622,563.154,1.0,,,0.0
8017,843.343,426.042,0.9940000176429749,829.844,308.408,1.0,793.043,370.903,1.0,847.377,366.103,1.0,,,0.0,894.266,397.4,0.9980000257492065,,,0.0,910.066,509.512,0.984000027179718,868.41,558.613,1.0,,,0.0
8018,813.544,424.012,1.0,833.153,296.021,1.0,793.378,370.613,1.0,846.96,370.864,1.0,,,0.0,894.752,396.58,1.0,,,0.0,909.872,468.182,1.0,875.638,558.103,1.0,,,0.0
8019,814.265,424.737,1.0,832.768,295.903,1.0,793.223,369.902,1.0,847.657,371.181,1.0,,,0.0,894.825,396.322,1.0,,,0.0,910.206,468.079,1.0,876.036,557.894,1.0,,,0.0
8020,815.53,419.383,1.0,833.874,286.682,1.0,797.258,365.606,1.0,848.447,367.435,1.0,,,0.0,891.939,392.326,1.0,,,0.0,909.542,459.023,0.7739999890327454,873.53,547.489,1.0,,,0.0
8021,813.847,404.919,1.0,836.409,269.395,1.0,796.126,348.294,1.0,852.46,352.319,1.0,,,0.0,891.953,378.188,1.0,,,0.0,910.695,461.702,0.9919999837875366,868.874,529.102,1.0,,,0.0
8022,813.917,404.965,1.0,836.394,269.382,1.0,796.088,348.268,1.0,852.127,352.13,1.0,,,0.0,892.035,375.434,1.0,,,0.0,812.535,506.633,1.0,869.629,529.873,0.9990000128746033,,,0.0
8023,812.977,390.648,1.0,847.161,259.392,1.0,793.057,336.811,1.0,851.393,348.682,1.0,,,0.0,892.118,357.505,1.0,,,0.0,906.721,427.037,0.9990000128746033,863.063,507.152,1.0,,,0.0
8024,813.689,386.634,1.0,852.055,252.929,1.0,805.181,332.3,1.0,851.661,345.882,1.0,,,0.0,894.897,357.179,1.0,,,0.0,909.799,435.532,1.0,856.344,501.346,1.0,,,0.0
8025,810.57,374.266,1.0,875.043,252.902,1.0,811.042,323.324,1.0,852.644,342.17,1.0,,,0.0,892.365,355.434,1.0,,,0.0,900.226,434.788,1.0,854.557,501.092,1.0,,,0.0
8026,809.491,373.388,1.0,874.959,253.394,1.0,811.577,322.574,1.0,854.118,345.79,1.0,,,0.0,892.561,356.014,1.0,,,0.0,900.852,435.295,1.0,854.03,500.873,1.0,,,0.0
8027,814.491,363.311,1.0,883.306,251.989,1.0,810.549,322.885,1.0,859.12,340.591,1.0,,,0.0,895.978,365.309,1.0,,,0.0,901.216,429.177,1.0,848.075,501.185,1.0,,,0.0
8028,814.378,362.833,1.0,883.403,251.819,1.0,809.996,322.979,1.0,859.029,340.553,1.0,,,0.0,895.873,365.366,1.0,,,0.0,901.317,429.117,1.0,848.3,501.392,1.0,,,0.0
8029,813.576,370.515,1.0,892.179,266.6,1.0,820.356,328.755,1.0,859.352,346.034,1.0,,,0.0,895.589,369.727,1.0,,,0.0,902.672,433.947,1.0,848.353,503.077,1.0,,,0.0
8030,815.634,366.805,1.0,893.064,267.503,1.0,826.167,322.721,1.0,863.825,341.152,1.0,,,0.0,899.176,368.64,1.0,,,0.0,903.794,430.771,1.0,845.57,506.375,1.0,,,0.0
8031,815.763,366.951,1.0,892.96,267.903,1.0,826.496,322.762,1.0,862.813,340.702,1.0,,,0.0,899.22,369.919,1.0,,,0.0,902.68,431.156,1.0,845.211,506.499,1.0,,,0.0
8032,817.476,371.67,1.0,894.459,260.752,1.0,826.026,322.217,1.0,864.157,340.409,1.0,,,0.0,901.733,368.4,1.0,,,0.0,903.142,434.188,1.0,845.421,506.399,1.0,,,0.0
8033,814.553,369.914,1.0,893.581,258.517,1.0,825.979,320.141,1.0,861.133,340.269,1.0,,,0.0,900.393,366.577,1.0,,,0.0,901.768,431.647,1.0,844.335,507.314,1.0,,,0.0
8034,814.408,369.711,1.0,893.601,258.238,1.0,826.001,319.802,1.0,860.777,340.384,1.0,,,0.0,900.333,366.697,1.0,,,0.0,901.838,431.584,1.0,844.228,507.501,1.0,,,0.0
8035,812.866,369.056,1.0,893.635,258.884,1.0,823.106,319.896,1.0,861.629,342.098,1.0,,,0.0,900.886,365.968,1.0,,,0.0,901.438,433.457,1.0,844.188,505.227,1.0,,,0.0
8036,811.049,370.251,1.0,897.362,270.525,1.0,817.855,321.124,1.0,856.016,345.802,1.0,,,0.0,897.688,369.567,1.0,,,0.0,899.458,432.856,1.0,842.116,505.754,1.0,,,0.0
8037,813.351,372.015,1.0,897.879,269.214,1.0,820.646,317.807,1.0,856.823,341.115,1.0,,,0.0,899.935,368.914,1.0,,,0.0,899.373,435.114,1.0,841.09,509.531,1.0,,,0.0
8038,812.794,371.082,1.0,897.724,269.493,1.0,820.466,317.626,1.0,857.111,340.978,1.0,,,0.0,899.877,368.96,1.0,,,0.0,899.63,434.963,1.0,841.138,509.499,1.0,,,0.0
8039,814.4,372.226,1.0,897.097,269.998,1.0,821.347,318.447,1.0,857.081,345.423,1.0,,,0.0,903.594,370.119,1.0,,,0.0,901.937,435.457,1.0,839.3,509.577,1.0,,,0.0
8040,815.496,374.16,1.0,897.327,269.675,1.0,822.327,321.902,1.0,857.01,344.678,1.0,,,0.0,901.333,366.88,1.0,,,0.0,900.046,436.148,1.0,839.816,511.236,1.0,,,0.0
8041,816.081,375.473,1.0,897.395,277.491,1.0,822.106,320.654,1.0,856.299,345.292,1.0,,,0.0,908.041,373.833,1.0,,,0.0,901.448,443.569,1.0,842.078,509.372,1.0,,,0.0
8042,819.83,376.887,1.0,898.944,282.833,1.0,824.951,324.538,1.0,859.179,343.489,1.0,,,0.0,908.846,377.176,1.0,,,0.0,901.749,444.299,1.0,838.043,511.527,1.0,,,0.0
8043,819.208,376.134,1.0,898.757,283.341,1.0,824.726,324.496,1.0,859.663,343.544,1.0,,,0.0,908.729,375.789,1.0,,,0.0,901.382,444.613,1.0,838.041,511.727,1.0,,,0.0
8044,822.313,378.291,1.0,894.642,281.301,1.0,826.704,327.056,1.0,869.036,346.654,1.0,,,0.0,914.247,391.11,1.0,,,0.0,903.838,445.379,1.0,840.927,509.472,1.0,,,0.0
8045,828.678,377.847,1.0,894.644,279.526,1.0,833.671,328.914,1.0,871.011,347.766,1.0,,,0.0,915.593,389.337,1.0,,,0.0,904.231,445.565,1.0,839.719,510.52,1.0,,,0.0
8046,828.677,378.257,1.0,894.534,279.354,1.0,833.908,328.522,1.0,871.234,347.797,1.0,,,0.0,914.567,380.331,0.9980000257492065,,,0.0,904.049,445.499,1.0,839.795,510.549,1.0,,,0.0
8047,824.788,375.361,1.0,894.944,275.285,1.0,828.639,327.46,1.0,873.002,344.029,1.0,,,0.0,915.188,389.369,1.0,,,0.0,904.903,445.982,1.0,839.707,509.417,1.0,,,0.0
8048,822.153,374.543,1.0,895.661,272.791,1.0,825.551,323.325,1.0,871.143,341.263,1.0,,,0.0,913.46,378.143,1.0,,,0.0,904.721,444.948,1.0,841.466,508.804,1.0,,,0.0
8049,821.021,373.691,1.0,894.518,273.732,1.0,822.692,323.277,1.0,868.845,340.686,1.0,,,0.0,910.065,374.998,1.0,,,0.0,902.318,444.869,1.0,841.691,509.376,1.0,,,0.0
8050,821.094,373.951,1.0,894.671,272.78,1.0,822.571,323.336,1.0,868.915,340.772,1.0,,,0.0,909.609,375.083,1.0,,,0.0,901.958,445.067,1.0,841.618,509.422,1.0,,,0.0
8051,821.729,376.271,1.0,898.298,274.65,1.0,822.958,319.944,1.0,870.206,337.157,1.0,,,0.0,910.282,374.197,1.0,,,0.0,902.803,443.637,1.0,841.681,509.379,1.0,,,0.0
8052,821.802,376.295,1.0,898.458,274.627,1.0,823.113,319.953,1.0,870.117,337.274,1.0,,,0.0,910.038,374.395,1.0,,,0.0,902.786,443.654,1.0,841.748,509.204,1.0,,,0.0
8053,827.95,379.191,1.0,898.945,273.729,1.0,829.458,327.029,1.0,872.241,341.237,1.0,,,0.0,912.249,367.65,1.0,,,0.0,903.062,443.37,1.0,837.876,511.045,1.0,,,0.0
8054,828.045,376.73,1.0,896.867,268.157,1.0,829.801,328.639,1.0,872.116,340.783,1.0,,,0.0,911.218,370.233,1.0,,,0.0,902.201,445.348,1.0,838.008,511.983,1.0,,,0.0
8055,827.9,376.556,1.0,896.838,268.033,1.0,829.865,328.421,1.0,872.163,340.703,1.0,,,0.0,911.451,370.503,1.0,,,0.0,902.351,445.777,1.0,838.256,511.994,1.0,,,0.0
8056,821.521,378.232,1.0,896.487,269.944,1.0,829.363,330.445,1.0,870.063,347.434,1.0,,,0.0,910.8,377.722,1.0,,,0.0,902.996,446.134,1.0,838.185,511.911,1.0,,,0.0
8057,819.436,379.733,1.0,885.798,269.278,1.0,824.639,333.52,1.0,869.573,353.234,1.0,,,0.0,909.982,374.84,1.0,,,0.0,902.467,444.888,1.0,836.976,513.438,1.0,,,0.0
8058,819.278,379.871,1.0,885.827,269.335,1.0,824.242,333.635,1.0,869.469,353.384,1.0,,,0.0,909.881,374.858,1.0,,,0.0,902.499,444.893,1.0,837.17,513.205,1.0,,,0.0
8059,823.12,381.748,1.0,863.498,277.659,1.0,823.523,341.084,1.0,869.201,351.269,1.0,,,0.0,909.841,369.755,1.0,,,0.0,902.771,444.946,1.0,836.138,509.163,1.0,,,0.0
8060,819.726,392.58,1.0,849.29,269.365,1.0,807.309,345.995,1.0,861.509,353.603,1.0,,,0.0,900.019,354.281,1.0,,,0.0,901.905,442.948,1.0,839.391,508.162,1.0,,,0.0
8061,816.602,394.798,1.0,834.196,265.798,1.0,804.317,342.739,1.0,854.095,352.631,1.0,,,0.0,892.92,337.143,1.0,,,0.0,899.23,439.258,1.0,841.498,504.789,1.0,,,0.0
8062,814.994,393.443,1.0,834.15,265.778,1.0,804.583,342.57,1.0,854.465,352.282,1.0,,,0.0,892.853,331.366,1.0,,,0.0,899.693,443.063,1.0,841.641,504.705,1.0,,,0.0
8063,817.817,388.873,1.0,821.814,254.83,1.0,791.167,343.896,1.0,844.944,339.618,1.0,,,0.0,878.343,316.72,1.0,,,0.0,899.532,436.23,1.0,838.32,496.676,1.0,,,0.0
8064,814.566,388.595,1.0,821.798,254.962,1.0,791.376,343.491,1.0,847.063,340.921,1.0,,,0.0,878.284,316.977,1.0,,,0.0,899.325,436.472,1.0,838.417,496.914,1.0,,,0.0
8065,809.818,379.969,1.0,815.27,245.972,1.0,779.126,335.498,1.0,838.992,332.385,1.0,,,0.0,876.177,303.432,1.0,,,0.0,896.754,428.373,1.0,843.103,490.429,1.0,,,0.0
8066,804.426,374.592,1.0,810.487,236.606,1.0,776.167,333.175,1.0,835.932,323.966,1.0,,,0.0,862.97,295.978,1.0,,,0.0,895.829,419.802,1.0,842.038,483.667,1.0,,,0.0
8067,804.02,374.593,1.0,810.619,236.386,1.0,776.12,333.117,1.0,836.056,324.136,1.0,,,0.0,862.937,295.438,1.0,,,0.0,895.929,419.541,1.0,841.906,483.382,1.0,,,0.0
8068,802.689,374.601,1.0,805.581,222.38,1.0,773.406,319.535,1.0,835.674,314.715,1.0,,,0.0,860.458,280.581,1.0,,,0.0,895.779,417.508,1.0,842.172,476.972,1.0,,,0.0
8069,797.996,361.062,1.0,814.856,215.881,1.0,772.755,306.467,1.0,837.025,309.18,1.0,,,0.0,863.524,272.62,1.0,,,0.0,894.506,412.768,0.996999979019165,842.332,462.108,1.0,,,0.0
8070,798.274,359.183,1.0,814.931,215.888,1.0,772.817,306.477,1.0,836.909,308.949,1.0,,,0.0,863.174,272.754,1.0,,,0.0,894.471,412.638,0.996999979019165,841.866,462.129,1.0,,,0.0
8071,802.088,360.103,1.0,816.67,210.966,1.0,775.379,302.59,1.0,840.914,308.984,1.0,,,0.0,877.632,341.009,0.9610000252723694,,,0.0,894.735,417.893,1.0,834.525,463.866,1.0,,,0.0
8072,788.485,357.305,1.0,818.598,201.32,1.0,772.734,293.267,1.0,837.729,300.212,1.0,,,0.0,868.313,331.436,1.0,,,0.0,884.968,413.856,1.0,835.342,449.497,1.0,,,0.0
8073,801.067,347.233,1.0,816.885,196.078,1.0,770.3,287.118,1.0,835.248,291.547,1.0,,,0.0,876.382,325.869,1.0,,,0.0,893.983,377.785,1.0,847.219,435.83,1.0,,,0.0
8074,800.684,347.141,1.0,817.093,196.058,1.0,770.685,286.753,1.0,835.111,291.526,1.0,,,0.0,876.455,325.631,1.0,,,0.0,893.663,377.607,1.0,846.879,435.604,1.0,,,0.0
8075,799.423,330.207,1.0,813.757,188.766,1.0,760.396,277.49,1.0,834.671,283.007,1.0,,,0.0,862.625,248.189,1.0,,,0.0,897.935,381.532,1.0,849.185,416.891,1.0,,,0.0
8076,799.384,330.432,1.0,813.641,188.768,1.0,760.509,277.546,1.0,834.56,283.145,1.0,,,0.0,876.866,307.388,1.0,,,0.0,896.448,381.788,1.0,850.491,416.376,1.0,,,0.0
8077,803.963,324.178,1.0,814.358,174.551,1.0,762.095,260.954,1.0,837.216,274.924,1.0,,,0.0,882.835,291.252,1.0,,,0.0,893.906,373.197,1.0,844.388,392.807,1.0,,,0.0
8078,804.137,312.41,1.0,813.402,168.124,1.0,762.057,257.307,1.0,836.322,267.636,1.0,,,0.0,859.556,217.245,0.9079999923706055,,,0.0,896.899,371.683,1.0,843.078,378.496,1.0,,,0.0
8079,803.87,312.349,1.0,813.155,167.994,1.0,762.068,257.333,1.0,836.34,267.457,1.0,,,0.0,892.161,282.827,0.8730000257492065,,,0.0,896.988,371.513,1.0,843.315,378.43,1.0,,,0.0
8080,797.373,308.87,0.8999999761581421,805.886,160.828,1.0,759.813,257.628,1.0,840.486,260.26,1.0,,,0.0,861.056,211.38,0.9990000128746033,,,0.0,894.744,358.164,1.0,846.534,366.632,1.0,,,0.0
8081,812.927,309.631,0.2070000022649765,801.332,158.521,1.0,757.229,254.395,1.0,835.197,254.156,1.0,,,0.0,884.899,276.984,0.9139999747276306,,,0.0,893.533,354.695,0.9990000128746033,843.925,356.598,1.0,,,0.0
8082,,,0.0,801.083,158.566,1.0,757.193,254.023,1.0,835.402,254.21,1.0,,,0.0,860.217,208.588,0.8679999709129333,,,0.0,893.572,354.35,1.0,844.108,357.178,1.0,,,0.0
8083,799.18,295.452,1.0,792.907,163.345,1.0,761.207,256.581,1.0,832.729,255.254,1.0,,,0.0,867.046,217.772,0.753000020980835,,,0.0,894.488,347.354,0.9269999861717224,846.453,355.681,1.0,,,0.0
8084,797.959,296.871,0.9879999756813049,792.112,159.476,1.0,758.902,253.701,1.0,833.753,258.468,1.0,,,0.0,,,0.0,,,0.0,,,0.0,847.306,351.165,1.0,,,0.0
8085,797.023,296.63,0.996999979019165,797.927,154.911,1.0,759.704,248.357,1.0,833.874,256.332,1.0,,,0.0,868.455,226.04,0.6990000009536743,,,0.0,913.408,307.82,0.9810000061988831,843.505,352.136,1.0,,,0.0
8086,796.997,295.574,1.0,798.03,154.745,1.0,759.554,248.342,1.0,833.645,256.408,1.0,,,0.0,868.444,226.047,0.6389999985694885,,,0.0,913.334,307.858,0.9769999980926514,843.149,352.168,1.0,,,0.0
8087,789.544,294.85,0.9980000257492065,801.882,152.567,1.0,758.976,242.163,1.0,833.886,256.971,1.0,,,0.0,875.395,226.079,0.4309999942779541,,,0.0,896.911,338.865,0.9610000252723694,845.813,350.746,1.0,,,0.0
8088,795.729,295.743,0.9980000257492065,801.858,152.499,1.0,759.044,242.407,1.0,833.741,256.833,1.0,,,0.0,875.359,225.988,0.3880000114440918,,,0.0,896.784,339.168,0.9570000171661377,845.348,350.94,1.0,,,0.0
8089,789.452,295.766,0.9990000128746033,814.997,152.66,1.0,759.024,240.433,1.0,831.595,261.678,1.0,,,0.0,875.71,233.831,0.9179999828338623,,,0.0,893.789,346.611,0.9990000128746033,840.15,351.348,1.0,,,0.0
8090,796.348,296.391,0.9990000128746033,812.23,165.976,1.0,759.821,244.763,1.0,833.222,267.119,1.0,,,0.0,875.693,233.968,0.8650000095367432,,,0.0,896.163,346.452,1.0,840.435,354.124,1.0,,,0.0
8091,796.33,296.299,1.0,812.168,165.937,1.0,759.771,244.687,1.0,833.021,267.146,1.0,,,0.0,875.552,233.869,0.8629999756813049,,,0.0,896.724,346.899,1.0,840.115,353.57,1.0,,,0.0
8092,796.329,296.286,1.0,812.176,165.942,1.0,759.834,244.609,1.0,832.984,267.17,1.0,,,0.0,875.553,233.815,0.871999979019165,,,0.0,896.729,346.917,1.0,840.075,353.544,1.0,,,0.0
8093,773.597,295.119,1.0,831.506,178.316,1.0,756.657,240.365,1.0,821.49,283.168,1.0,803.564,322.822,0.3799999952316284,869.575,249.352,0.996999979019165,,,0.0,898.087,349.509,1.0,846.489,363.921,1.0,,,0.0
8094,784.923,296.251,1.0,855.212,175.192,1.0,772.289,238.508,1.0,826.007,289.669,1.0,881.728,251.006,0.9909999966621399,883.126,266.425,0.984000027179718,,,0.0,903.157,369.923,1.0,843.206,392.89,0.9520000219345093,,,0.0
8095,782.587,293.932,1.0,855.346,175.176,1.0,772.453,238.575,1.0,825.95,289.811,1.0,881.415,251.093,0.9929999709129333,883.071,266.253,0.9900000095367432,,,0.0,903.45,370.792,1.0,843.227,392.912,0.9419999718666077,,,0.0
